,district,size,level,max_levels,price
6335,Яккасарайский,40.0,3,4,80000.0
6336,Чиланзарский,68.0,4,5,100000.0
6337,Яшнободский,42.0,3,5,74000.0
6338,Мирабадский,63.0,2,4,126000.0
6339,Чиланзарский,55.0,1,4,79600.0
6340,Учтепинский,48.0,4,5,59000.0
6341,Учтепинский,107.0,4,4,136000.0
6342,Чиланзарский,106.0,2,5,136000.0
6343,Чиланзарский,74.0,3,5,100000.0
6344,Чиланзарский,48.0,2,5,83000.0
6345,Чиланзарский,140.0,3,9,163000.0
6346,Чиланзарский,100.0,3,12,110000.0
6347,Учтепинский,65.0,4,4,88000.0
6348,Учтепинский,56.0,4,5,108000.0
6349,Учтепинский,53.0,1,4,72000.0
6350,Юнусабадский,100.0,4,4,145000.0
6351,Учтепинский,98.0,2,4,136000.0
6352,Чиланзарский,96.0,9,9,126000.0
6353,Чиланзарский,93.0,4,4,127000.0
6354,Чиланзарский,60.0,9,9,99000.0
6355,Чиланзарский,82.0,4,4,144000.0
6356,Учтепинский,120.0,9,9,104000.0
6357,Учтепинский,80.0,6,9,119000.0
6358,Чиланзарский,25.0,2,4,48000.0
6359,Учтепинский,72.0,3,9,90000.0
6360,Учтепинский,94.0,9,9,90000.0
6361,Учтепинский,65.0,4,9,95000.0
6362,Яшнободский,43.0,4,9,53800.0
6363,Учтепинский,78.0,5,5,94600.0
6364,Яккасарайский,185.0,4,8,336000.0
6365,Чиланзарский,85.0,3,4,105000.0
6366,Чиланзарский,72.0,4,4,111000.0
6367,Мирзо-Улугбекский,130.0,4,4,190000.0
6368,Чиланзарский,76.0,2,4,136000.0
6369,Чиланзарский,80.0,3,4,108000.0
6370,Учтепинский,48.0,4,4,62000.0
6371,Чиланзарский,66.0,3,9,94000.0
6372,Чиланзарский,46.0,4,5,74000.0
6373,Учтепинский,42.0,5,5,52000.0
6374,Учтепинский,110.0,3,3,182000.0
6375,Чиланзарский,110.0,3,4,210000.0
6376,Чиланзарский,70.0,4,4,79000.0
6377,Чиланзарский,68.0,2,5,107000.0
6378,Чиланзарский,60.0,3,5,94000.0
6379,Чиланзарский,58.0,1,4,78000.0
6380,Мирзо-Улугбекский,110.0,5,9,170000.0
6381,Юнусабадский,90.0,2,4,144000.0
6382,Яккасарайский,80.0,6,8,90000.0
6383,Чиланзарский,30.0,2,4,50000.0
6384,Мирабадский,72.0,1,2,80000.0
6385,Олмазорский,71.0,2,9,82000.0
6386,Яккасарайский,51.0,4,4,67000.0
6387,Мирабадский,90.0,4,4,180000.0
6388,Шайхантахурский,48.0,8,9,130000.0
6389,Мирзо-Улугбекский,63.0,1,4,87000.0
6390,Мирзо-Улугбекский,64.0,6,7,90000.0
6391,Яккасарайский,72.0,3,8,188000.0
6392,Яккасарайский,80.0,7,10,220000.0
6393,Яшнободский,52.0,7,9,89000.0
6394,Мирзо-Улугбекский,47.0,2,2,46000.0
6395,Мирабадский,121.0,6,10,240000.0
6396,Шайхантахурский,80.0,1,3,210000.0
6397,Мирабадский,150.0,3,12,280000.0
6398,Учтепинский,70.0,4,5,83000.0
6399,Учтепинский,70.0,4,5,83000.0
6400,Мирабадский,80.0,7,9,120000.0
6401,Чиланзарский,37.0,1,4,82000.0
6402,Чиланзарский,95.0,2,4,166000.0
6403,Учтепинский,56.0,1,4,81000.0
6404,Учтепинский,68.0,1,4,80000.0
6405,Учтепинский,45.0,3,4,70000.0
6406,Чиланзарский,68.0,3,5,97000.0
6407,Учтепинский,80.0,3,4,105000.0
6409,Мирзо-Улугбекский,46.0,4,4,76000.0
6410,Юнусабадский,148.0,2,8,272000.0
6411,Мирабадский,115.0,4,7,315100.0
6412,Олмазорский,72.0,5,9,92000.0
6413,Мирабадский,94.0,4,7,257560.0
6414,Юнусабадский,58.0,1,4,72000.0
6415,Юнусабадский,90.0,2,4,106000.0
6416,Юнусабадский,176.0,6,8,334400.0
6417,Мирзо-Улугбекский,115.0,4,5,186000.0
6418,Яшнободский,92.0,4,4,108000.0
6419,Яшнободский,46.0,1,3,59000.0
6420,Юнусабадский,131.0,3,8,256000.0
6421,Учтепинский,53.0,4,5,79000.0
6422,Юнусабадский,65.0,3,4,152000.0
6423,Мирзо-Улугбекский,38.0,4,4,42000.0
6424,Мирзо-Улугбекский,79.0,4,5,106000.0
6425,Мирзо-Улугбекский,46.0,4,4,61000.0
6426,Яшнободский,133.0,4,9,158000.0
6427,Сергелийский,80.0,3,7,100000.0
6428,Яшнободский,62.0,8,9,59800.0
6429,Чиланзарский,32.0,4,4,55000.0
6430,Мирзо-Улугбекский,42.0,3,4,64000.0
6431,Яшнободский,30.0,3,5,42000.0
6432,Сергелийский,52.0,1,7,70000.0
6433,Мирзо-Улугбекский,62.0,5,5,70000.0
6434,Мирзо-Улугбекский,51.0,4,4,60000.0
6435,Юнусабадский,72.0,9,9,84216.0
6436,Мирзо-Улугбекский,50.0,1,5,62000.0
6437,Мирзо-Улугбекский,60.0,3,5,61000.0
6439,Мирзо-Улугбекский,48.0,4,4,56000.0
6440,Мирзо-Улугбекский,42.0,2,5,67000.0
6441,Яккасарайский,100.0,1,9,180000.0
6442,Яшнободский,48.0,3,5,68000.0
6443,Мирабадский,88.0,5,5,98000.0
6444,Мирабадский,120.0,1,4,270000.0
6445,Чиланзарский,50.0,1,4,71000.0
6446,Мирзо-Улугбекский,55.0,2,4,70000.0
6447,Мирзо-Улугбекский,100.0,4,4,96000.0
6448,Чиланзарский,33.0,4,4,50000.0
6449,Яккасарайский,78.0,1,4,170000.0
6450,Юнусабадский,42.0,1,5,57000.0
6451,Мирзо-Улугбекский,50.0,4,4,53000.0
6452,Шайхантахурский,68.37,2,9,112000.0
6453,Мирзо-Улугбекский,92.0,3,5,122000.0
6454,Чиланзарский,63.0,1,5,90000.0
6455,Чиланзарский,58.0,1,9,70000.0
6456,Шайхантахурский,70.0,6,7,120000.0
6457,Учтепинский,56.0,6,9,69000.0
6458,Юнусабадский,50.0,7,9,75000.0
6459,Мирабадский,43.0,4,8,104000.0
6460,Мирабадский,53.0,9,10,96000.0
6461,Юнусабадский,72.0,4,9,156000.0
6462,Яккасарайский,105.0,5,9,270000.0
6463,Сергелийский,42.0,5,7,70000.0
