,district,size,level,max_levels,price
1437,Учтепинский,58.0,3,9,70000.0
1438,Яшнободский,77.0,1,5,100000.0
1439,Учтепинский,52.0,8,9,130000.0
1440,Учтепинский,60.0,5,5,72000.0
1441,Чиланзарский,42.0,1,4,67400.0
1442,Мирабадский,120.0,1,4,264000.0
1443,Мирзо-Улугбекский,65.0,5,9,153000.0
1444,Учтепинский,42.0,1,4,67000.0
1445,Чиланзарский,100.0,6,9,156000.0
1446,Чиланзарский,100.0,4,4,133000.0
1447,Чиланзарский,58.0,7,9,84000.0
1448,Чиланзарский,72.0,2,9,92000.0
1450,Чиланзарский,50.0,3,4,74000.0
1451,Чиланзарский,142.0,5,5,240000.0
1452,Шайхантахурский,72.0,8,9,110000.0
1454,Мирабадский,60.0,3,4,99800.0
1455,Мирабадский,110.0,8,9,170000.0
1456,Чиланзарский,40.0,4,4,60000.0
1457,Мирабадский,110.0,8,9,170000.0
1458,Чиланзарский,40.0,4,4,60000.0
1459,Шайхантахурский,186.0,5,8,310000.0
1460,Шайхантахурский,186.0,5,8,310000.0
1461,Мирабадский,58.0,5,5,68000.0
1462,Чиланзарский,114.0,2,9,320000.0
1463,Учтепинский,42.0,5,5,63000.0
1464,Чиланзарский,52.0,5,5,72000.0
1465,Мирзо-Улугбекский,86.0,2,5,160000.0
1466,Мирзо-Улугбекский,64.0,6,7,90000.0
1467,Шайхантахурский,51.6,1,6,80000.0
1468,Яккасарайский,68.0,6,8,90000.0
1469,Чиланзарский,64.0,8,12,106000.0
1470,Олмазорский,66.0,5,5,84000.0
1471,Чиланзарский,61.0,3,9,124000.0
1472,Учтепинский,68.0,16,16,90000.0
1473,Учтепинский,63.0,2,9,84000.0
1474,Учтепинский,46.0,2,4,64000.0
1475,Чиланзарский,48.0,1,4,65000.0
1476,Чиланзарский,46.0,3,4,84000.0
1477,Чиланзарский,62.0,2,4,140000.0
1478,Чиланзарский,65.0,2,12,130000.0
1479,Учтепинский,44.0,7,16,62000.0
1480,Чиланзарский,34.0,2,4,51000.0
1481,Яшнободский,82.0,4,4,90000.0
1482,Учтепинский,100.0,3,4,142000.0
1483,Мирзо-Улугбекский,40.0,1,3,52000.0
1484,Мирзо-Улугбекский,25.0,3,4,43000.0
1485,Яккасарайский,40.0,5,5,60000.0
1486,Мирзо-Улугбекский,50.0,1,4,60000.0
1487,Мирзо-Улугбекский,125.0,5,5,214000.0
1488,Мирзо-Улугбекский,80.0,5,5,78000.0
1489,Учтепинский,130.0,2,3,212000.0
1490,Чиланзарский,45.0,4,4,76000.0
1491,Мирзо-Улугбекский,90.0,2,9,102000.0
1492,Чиланзарский,27.0,3,3,39000.0
1493,Яккасарайский,116.0,3,9,174000.0
1494,Юнусабадский,53.0,3,4,69000.0
1495,Юнусабадский,65.0,3,3,116000.0
1496,Мирзо-Улугбекский,78.0,4,5,130000.0
1497,Учтепинский,72.0,8,9,76000.0
1498,Чиланзарский,48.0,5,5,65000.0
1499,Чиланзарский,80.0,4,5,128000.0
1500,Чиланзарский,48.0,3,4,64000.0
1501,Яккасарайский,80.0,4,4,94000.0
1502,Чиланзарский,34.0,4,4,46000.0
1503,Чиланзарский,42.0,3,9,63000.0
1504,Учтепинский,28.0,3,4,44000.0
1505,Чиланзарский,43.0,4,9,70000.0
1506,Учтепинский,95.0,1,5,252000.0
1507,Чиланзарский,136.0,2,4,188000.0
1508,Чиланзарский,100.0,5,9,180000.0
1509,Чиланзарский,180.0,6,9,300000.0
1510,Чиланзарский,75.0,7,9,89000.0
1511,Чиланзарский,206.0,1,9,380000.0
1512,Олмазорский,50.0,4,4,67000.0
1513,Чиланзарский,27.0,4,4,48000.0
1514,Мирабадский,92.0,9,9,120000.0
1515,Олмазорский,110.0,1,2,120000.0
1516,Мирзо-Улугбекский,83.0,5,8,190000.0
1517,Яшнободский,62.0,2,7,104000.0
1518,Яккасарайский,75.0,1,4,144000.0
1519,Мирзо-Улугбекский,78.0,1,4,79800.0
1520,Юнусабадский,90.0,5,5,130000.0
1521,Чиланзарский,47.0,1,4,70000.0
1522,Яшнободский,80.0,7,8,140000.0
1523,Яшнободский,58.5,3,6,47026.0
1524,Юнусабадский,110.0,7,9,237000.0
1525,Мирзо-Улугбекский,75.0,3,4,150000.0
1526,Мирзо-Улугбекский,76.0,3,4,150000.0
1527,Учтепинский,53.0,1,4,69000.0
1528,Мирзо-Улугбекский,53.0,1,7,90000.0
1529,Олмазорский,97.3,1,2,100000.0
1530,Шайхантахурский,90.0,4,4,130000.0
1531,Мирзо-Улугбекский,40.0,3,3,70000.0
1532,Яшнободский,70.0,4,5,91000.0
1534,Мирзо-Улугбекский,92.0,2,5,120000.0
1535,Мирзо-Улугбекский,125.0,1,4,260000.0
1536,Чиланзарский,78.0,2,7,129000.0
1539,Бектемирский,75.0,8,9,66000.0
1540,Олмазорский,110.0,1,2,120000.0
1541,Мирабадский,60.0,2,4,87000.0
1542,Мирабадский,50.0,9,10,105000.0
1543,Чиланзарский,40.0,5,5,40000.0
1544,Мирзо-Улугбекский,26.0,1,3,36000.0
1545,Мирзо-Улугбекский,115.0,4,4,174000.0
1546,Шайхантахурский,75.0,3,4,122000.0
1547,Юнусабадский,77.0,3,5,80000.0
1548,Яккасарайский,65.0,5,9,104000.0
1549,Шайхантахурский,70.0,5,7,112000.0
1550,Яккасарайский,90.0,12,16,99800.0
1551,Сергелийский,49.0,3,7,70000.0
1552,Шайхантахурский,136.0,2,5,194000.0
1553,Чиланзарский,75.0,2,4,106000.0
1554,Шайхантахурский,65.0,4,4,96000.0
1555,Юнусабадский,125.0,4,9,134000.0
1556,Юнусабадский,100.0,2,9,114000.0
1557,Юнусабадский,70.0,1,4,114000.0
1558,Мирзо-Улугбекский,85.0,2,3,110000.0
1559,Мирабадский,90.0,7,9,180000.0
1560,Учтепинский,68.0,4,5,85600.0
1561,Юнусабадский,100.0,4,5,118000.0
1562,Юнусабадский,41.0,2,4,53000.0
1563,Олмазорский,94.0,9,9,140000.0
1564,Мирабадский,82.0,6,10,126000.0
1565,Юнусабадский,52.0,3,4,120000.0
1566,Мирабадский,45.0,3,9,113000.0
1567,Юнусабадский,118.0,8,9,122000.0
1568,Янгихаётский,1.0,6,9,90000.0
1569,Мирзо-Улугбекский,64.4,12,12,64000.0
1571,Мирзо-Улугбекский,160.0,8,8,320000.0
1572,Юнусабадский,36.0,1,4,46000.0
1573,Чиланзарский,120.0,5,5,220000.0
1574,Мирабадский,60.0,4,9,140000.0
1575,Мирабадский,187.0,4,6,290000.0
1576,Яккасарайский,60.0,3,5,114000.0
1577,Юнусабадский,96.0,7,9,99800.0
1578,Сергелийский,80.0,3,9,78000.0
1579,Яккасарайский,48.0,4,5,90000.0
1580,Мирзо-Улугбекский,32.0,3,4,45000.0
1581,Мирзо-Улугбекский,90.0,2,9,100000.0
1582,Юнусабадский,77.0,6,6,124000.0
1583,Учтепинский,48.0,5,5,60000.0
1584,Яшнободский,65.0,2,9,130000.0
1585,Яшнободский,50.0,1,4,74000.0
1586,Яшнободский,73.0,4,4,68000.0
1587,Мирзо-Улугбекский,67.0,4,4,64000.0
1588,Мирабадский,107.0,8,9,200000.0
1589,Мирабадский,132.0,3,4,130000.0
1590,Чиланзарский,52.0,4,4,80000.0
1591,Чиланзарский,63.0,3,4,84000.0
1592,Мирзо-Улугбекский,78.0,3,4,106000.0
1593,Мирзо-Улугбекский,90.0,4,4,150000.0
1594,Шайхантахурский,235.0,1,2,280000.0
1595,Мирабадский,135.0,3,8,190000.0
1596,Юнусабадский,38.0,1,4,52000.0
1597,Мирзо-Улугбекский,80.0,4,4,180000.0
1598,Мирзо-Улугбекский,38.0,3,4,45000.0
1599,Мирзо-Улугбекский,48.0,1,4,58800.0
1600,Яшнободский,80.0,6,12,80000.0
1601,Олмазорский,113.0,4,4,126000.0
1602,Олмазорский,56.0,4,4,64400.0
1603,Юнусабадский,61.0,3,4,150000.0
1604,Мирзо-Улугбекский,48.0,2,4,63000.0
1605,Мирзо-Улугбекский,65.0,4,4,69996.0
1606,Юнусабадский,117.0,1,8,270000.0
1607,Яккасарайский,56.0,2,5,67000.0
1608,Олмазорский,56.0,2,4,65800.0
1609,Мирзо-Улугбекский,70.0,3,5,72000.0
1610,Яккасарайский,75.0,2,4,110000.0
1611,Шайхантахурский,72.0,4,12,90000.0
1612,Учтепинский,55.0,3,4,78000.0
1613,Мирзо-Улугбекский,50.0,3,4,57000.0
1614,Чиланзарский,54.0,3,4,68000.0
1615,Чиланзарский,67.0,4,4,90000.0
1616,Мирабадский,112.0,6,9,154000.0
1617,Мирзо-Улугбекский,145.0,2,5,320000.0
1618,Мирзо-Улугбекский,78.0,5,5,78000.0
1619,Янгихаётский,50.0,1,7,89200.0
1620,Учтепинский,52.0,4,5,57000.0
1621,Мирзо-Улугбекский,59.0,5,5,60000.0
1622,Чиланзарский,30.0,3,4,44600.0
1623,Мирзо-Улугбекский,60.0,4,5,61000.0
1624,Шайхантахурский,70.0,2,4,112000.0
1625,Юнусабадский,54.0,9,9,76000.0
1626,Мирзо-Улугбекский,53.0,1,5,124000.0
1627,Учтепинский,51.0,4,4,67000.0
1629,Мирзо-Улугбекский,65.0,4,4,102000.0
1630,Яшнободский,78.0,5,6,64000.0
1631,Мирзо-Улугбекский,70.0,5,9,132000.0
1632,Мирабадский,65.0,3,4,150000.0
1633,Олмазорский,86.0,4,4,79000.0
1634,Яшнободский,58.41,3,6,46954.0
1635,Яккасарайский,39.0,2,5,55000.0
1636,Мирзо-Улугбекский,70.0,3,4,136000.0
1637,Шайхантахурский,110.0,7,7,250000.0
1638,Яккасарайский,52.0,3,5,126000.0
1639,Учтепинский,50.0,5,5,64000.0
1640,Мирабадский,65.0,7,9,98000.0
1641,Мирзо-Улугбекский,82.0,3,4,240000.0
1642,Мирабадский,103.0,4,8,206000.0
1643,Шайхантахурский,70.0,7,9,112000.0
1644,Мирзо-Улугбекский,50.0,3,4,72000.0
1645,Мирзо-Улугбекский,62.0,2,9,84000.0
1646,Мирабадский,53.0,9,10,92000.0
1647,Мирабадский,72.0,7,9,130000.0
1648,Яшнободский,88.0,5,9,146000.0
1649,Мирзо-Улугбекский,35.0,4,5,66000.0
1650,Мирзо-Улугбекский,93.0,2,5,93000.0
1651,Юнусабадский,60.0,3,4,67000.0
1652,Мирабадский,103.0,7,8,192000.0
1653,Яккасарайский,265.0,1,9,397500.0
1655,Шайхантахурский,70.0,1,4,130000.0
1656,Яккасарайский,115.0,1,4,270000.0
1657,Юнусабадский,91.62,4,5,98000.0
1658,Мирабадский,100.0,5,9,200000.0
1659,Яккасарайский,120.0,1,4,270000.0
1660,Мирабадский,85.0,3,9,164000.0
1661,Мирабадский,85.0,5,9,148000.0
1662,Яшнободский,58.1,10,11,51814.0
1663,Яккасарайский,90.0,3,3,150000.0
1664,Яшнободский,82.57,9,9,134000.0
1665,Олмазорский,40.52,5,5,44000.0
1666,Чиланзарский,115.0,1,9,200000.0
1667,Мирзо-Улугбекский,56.0,2,2,60000.0
1668,Чиланзарский,68.4,4,9,117000.0
1669,Мирабадский,67.0,6,9,102000.0
1670,Мирзо-Улугбекский,57.0,9,9,62000.0
1676,Мирзо-Улугбекский,57.0,6,9,134000.0
1677,Яккасарайский,116.0,3,9,174000.0
1678,Яшнободский,35.0,2,9,47000.0
1681,Олмазорский,72.0,4,9,79000.0
1682,Юнусабадский,55.0,1,4,61000.0
1683,Чиланзарский,38.0,4,4,64000.0
1684,Мирзо-Улугбекский,30.0,3,4,50000.0
1685,Учтепинский,49.0,3,4,65000.0
1686,Юнусабадский,100.0,6,9,170000.0
1687,Олмазорский,70.0,3,4,80800.0
1688,Яккасарайский,64.0,8,12,111416.0
1689,Яшнободский,100.0,7,9,89800.0
1690,Мирзо-Улугбекский,41.0,2,4,76000.0
1691,Яшнободский,80.0,2,5,94000.0
1692,Яккасарайский,30.0,5,5,81000.0
1693,Чиланзарский,52.0,4,4,93000.0
1694,Мирабадский,62.0,1,9,124000.0
1695,Яккасарайский,51.0,5,5,106000.0
1696,Мирабадский,126.0,1,4,310000.0
1697,Яккасарайский,82.0,8,8,139800.0
1699,Юнусабадский,50.0,7,9,75000.0
1700,Юнусабадский,82.0,1,4,170000.0
1701,Мирабадский,88.0,5,5,110000.0
1702,Мирабадский,85.0,5,9,148000.0
1703,Чиланзарский,27.0,3,3,39000.0
1704,Учтепинский,68.0,5,5,72400.0
1705,Мирзо-Улугбекский,70.0,4,4,83000.0
1706,Яккасарайский,46.0,1,5,73000.0
1707,Мирзо-Улугбекский,140.0,5,9,168000.0
1708,Шайхантахурский,96.0,1,5,150000.0
1709,Учтепинский,65.0,2,4,84000.0
1710,Юнусабадский,98.0,2,4,150000.0
1711,Юнусабадский,90.0,9,9,124000.0
1712,Мирабадский,90.0,3,5,204000.0
1713,Мирабадский,90.0,3,5,210000.0
1714,Яккасарайский,125.0,7,8,330000.0
1715,Мирзо-Улугбекский,60.0,1,9,126000.0
1716,Яккасарайский,60.0,3,4,86000.0
1717,Мирабадский,65.0,4,9,152000.0
1718,Чиланзарский,65.0,1,4,93000.0
1719,Учтепинский,45.0,3,4,62000.0
1720,Яшнободский,66.0,4,4,72000.0
1721,Юнусабадский,46.0,1,4,72000.0
1722,Яккасарайский,56.0,4,5,69000.0
1724,Мирзо-Улугбекский,78.0,3,5,110000.0
1725,Яшнободский,72.0,5,5,90000.0
1726,Яккасарайский,48.0,1,4,76000.0
1727,Олмазорский,56.0,1,2,54000.0
1728,Мирзо-Улугбекский,65.0,4,4,66000.0
1729,Мирабадский,75.0,6,9,220000.0
1730,Мирабадский,120.0,1,5,270000.0
1731,Мирзо-Улугбекский,46.0,2,9,84000.0
1732,Мирабадский,63.0,4,9,119998.0
1733,Учтепинский,37.0,2,4,53000.0
1734,Яккасарайский,104.0,4,5,157000.0
1735,Мирабадский,53.0,7,9,93000.0
1736,Мирабадский,85.0,3,4,170000.0
1737,Юнусабадский,82.0,3,4,150000.0
1738,Яккасарайский,82.0,5,5,95000.0
1739,Юнусабадский,70.0,4,4,126000.0
1740,Шайхантахурский,61.0,2,7,105000.0
1741,Мирзо-Улугбекский,65.0,4,5,130000.0
1742,Мирзо-Улугбекский,34.0,2,3,43200.0
1743,Юнусабадский,32.0,4,4,40000.0
1744,Учтепинский,56.0,2,5,67000.0
1745,Чиланзарский,36.0,4,4,49000.0
1746,Чиланзарский,32.0,1,4,53000.0
1747,Чиланзарский,46.0,2,4,71000.0
1748,Учтепинский,60.0,5,9,70000.0
1749,Чиланзарский,56.0,1,4,79000.0
1750,Чиланзарский,56.0,1,4,65000.0
1751,Яшнободский,84.0,4,6,75600.0
1752,Учтепинский,42.0,4,5,55000.0
1753,Учтепинский,42.0,4,5,50000.0
1754,Учтепинский,42.0,3,5,59000.0
1756,Чиланзарский,61.0,3,4,103000.0
1757,Учтепинский,45.0,5,5,57000.0
1758,Чиланзарский,60.0,3,9,130000.0
1759,Яккасарайский,75.0,1,9,170000.0
1760,Яккасарайский,50.0,3,9,80000.0
1761,Олмазорский,42.0,3,4,70000.0
1763,Шайхантахурский,80.0,9,9,171998.0
1764,Мирабадский,155.0,2,12,260000.0
1765,Юнусабадский,52.0,2,4,148000.0
1766,Сергелийский,130.0,5,9,150000.0
1767,Юнусабадский,111.0,6,9,220000.0
1768,Мирабадский,75.0,6,9,184000.0
1769,Мирзо-Улугбекский,68.0,3,4,164000.0
1770,Яккасарайский,116.0,3,9,174000.0
1771,Учтепинский,48.0,1,4,84000.0
1772,Чиланзарский,30.0,1,4,53400.0
1773,Мирабадский,72.0,4,9,160000.0
1774,Яккасарайский,50.0,3,5,130000.0
1775,Учтепинский,98.0,2,9,150000.0
1776,Яккасарайский,52.0,4,5,122000.0
1777,Мирабадский,62.0,5,9,152000.0
1779,Шайхантахурский,70.0,5,9,116000.0
1780,Яшнободский,100.0,1,4,214000.0
1781,Яккасарайский,50.0,4,12,104000.0
1782,Мирзо-Улугбекский,92.0,2,4,130000.0
1783,Мирабадский,120.0,3,8,250000.0
1784,Яккасарайский,42.0,4,4,81000.0
1785,Яккасарайский,55.0,3,9,101000.0
1787,Яккасарайский,34.0,2,5,112000.0
1788,Мирабадский,58.0,2,4,124000.0
1789,Яшнободский,50.0,1,5,84000.0
1790,Мирзо-Улугбекский,131.0,2,8,330000.0
1791,Мирабадский,75.0,2,4,150000.0
1792,Учтепинский,70.0,3,4,80000.0
1793,Яшнободский,55.0,4,5,147000.0
1794,Юнусабадский,90.0,2,8,220000.0
1795,Мирзо-Улугбекский,60.0,1,9,116000.0
1796,Учтепинский,65.0,4,4,89000.0
1797,Чиланзарский,70.0,2,9,160000.0
1798,Учтепинский,46.0,2,4,74000.0
1799,Чиланзарский,50.0,1,4,71000.0
1800,Мирабадский,70.0,3,4,84000.0
1801,Юнусабадский,60.0,4,5,76000.0
1803,Олмазорский,57.0,5,5,66000.0
1805,Сергелийский,125.0,6,9,102000.0
1806,Чиланзарский,50.0,4,4,68000.0
1807,Юнусабадский,90.0,4,5,110000.0
1809,Учтепинский,56.0,6,6,75000.0
1810,Олмазорский,59.0,5,5,66000.0
1811,Шайхантахурский,95.0,3,6,78000.0
1812,Учтепинский,96.0,5,9,99800.0
1813,Чиланзарский,48.0,1,4,78000.0
1814,Яшнободский,45.82,1,5,58000.0
1815,Чиланзарский,51.0,5,5,65000.0
1816,Мирзо-Улугбекский,70.0,4,4,150000.0
1817,Чиланзарский,37.0,1,4,53000.0
1818,Олмазорский,69.0,3,9,81590.0
1819,Юнусабадский,84.0,3,4,146000.0
1820,Олмазорский,69.33,2,4,92000.0
1821,Олмазорский,86.0,1,5,114000.0
1822,Чиланзарский,48.0,2,4,88000.0
1823,Чиланзарский,138.0,1,3,270000.0
1824,Мирзо-Улугбекский,42.0,2,4,124000.0
1825,Яккасарайский,105.0,1,8,224000.0
1826,Юнусабадский,80.0,1,10,180000.0
1827,Яккасарайский,80.0,1,10,180000.0
1828,Юнусабадский,54.0,2,4,116000.0
1829,Яккасарайский,75.0,3,9,106000.0
1830,Шайхантахурский,55.0,3,4,86000.0
1831,Яккасарайский,27.0,3,3,39000.0
1832,Олмазорский,50.0,1,9,74000.0
1833,Олмазорский,58.0,2,9,68000.0
1834,Мирзо-Улугбекский,45.0,3,3,52000.0
1835,Юнусабадский,45.0,5,5,48000.0
1836,Яшнободский,58.0,3,3,74000.0
1837,Мирзо-Улугбекский,74.0,4,4,102000.0
1838,Мирзо-Улугбекский,80.0,1,4,196000.0
1839,Юнусабадский,110.0,3,9,176000.0
1840,Мирабадский,70.0,2,4,120000.0
1841,Учтепинский,80.0,5,5,90000.0
1842,Учтепинский,100.0,4,12,108000.0
1843,Яккасарайский,110.0,3,10,146000.0
1844,Юнусабадский,46.0,7,9,79000.0
1845,Учтепинский,78.0,2,4,112000.0
1846,Мирзо-Улугбекский,48.0,3,3,66000.0
1847,Юнусабадский,99.0,1,4,144000.0
1848,Яккасарайский,29.0,9,9,31428.0
1849,Яккасарайский,65.0,2,9,105000.0
1850,Мирзо-Улугбекский,50.0,1,5,104000.0
1852,Учтепинский,80.0,1,4,116000.0
1853,Учтепинский,54.0,5,5,60000.0
1854,Учтепинский,90.0,2,5,130000.0
1855,Учтепинский,50.0,4,4,66000.0
1856,Учтепинский,91.0,2,4,130000.0
1857,Мирабадский,61.0,2,4,78000.0
1858,Юнусабадский,101.0,8,9,250000.0
1859,Яшнободский,74.0,8,9,119000.0
1860,Шайхантахурский,72.0,2,9,117998.0
1861,Мирзо-Улугбекский,90.0,2,9,102000.0
1862,Яккасарайский,65.5,2,4,121600.0
1863,Мирзо-Улугбекский,73.0,5,5,78000.0
1864,Мирзо-Улугбекский,50.0,1,4,60000.0
1865,Мирзо-Улугбекский,40.0,1,3,52000.0
1866,Мирзо-Улугбекский,40.0,5,5,63000.0
1867,Яккасарайский,44.0,2,9,54000.0
1868,Юнусабадский,60.0,4,5,74000.0
1869,Яшнободский,59.0,3,6,47200.0
1870,Учтепинский,47.0,5,5,64000.0
1871,Учтепинский,80.0,1,5,140000.0
1872,Учтепинский,80.0,5,5,86000.0
1873,Юнусабадский,78.0,4,4,110000.0
1874,Мирзо-Улугбекский,60.0,6,9,68000.0
1875,Чиланзарский,42.0,4,5,57000.0
1876,Мирзо-Улугбекский,42.0,2,5,67000.0
1877,Мирзо-Улугбекский,55.0,5,5,70000.0
1878,Учтепинский,42.0,2,5,56000.0
1879,Мирзо-Улугбекский,55.0,4,4,70000.0
1880,Юнусабадский,50.0,4,4,67000.0
1881,Сергелийский,44.0,5,7,58000.0
1882,Шайхантахурский,70.0,2,4,140000.0
1883,Яккасарайский,36.0,1,4,60000.0
1885,Мирзо-Улугбекский,52.0,1,5,62000.0
1886,Яккасарайский,75.0,6,8,230000.0
1887,Яшнободский,75.0,5,9,129400.0
1888,Мирзо-Улугбекский,50.0,3,4,80000.0
1889,Шайхантахурский,78.0,6,9,110000.0
1890,Мирабадский,61.0,4,4,120000.0
1891,Учтепинский,48.0,5,5,55000.0
1892,Учтепинский,42.0,3,5,64000.0
1893,Учтепинский,80.0,5,5,96000.0
1894,Учтепинский,42.0,1,4,64000.0
1895,Яккасарайский,98.0,6,8,190000.0
1896,Олмазорский,70.0,3,4,82000.0
1897,Яшнободский,75.0,4,9,124000.0
1898,Мирзо-Улугбекский,130.0,3,9,310000.0
1899,Мирабадский,120.0,1,4,270000.0
1900,Сергелийский,56.0,1,7,90000.0
1901,Юнусабадский,70.0,1,4,120000.0
1902,Чиланзарский,98.0,8,10,120000.0
1903,Олмазорский,100.0,4,4,108000.0
1904,Мирабадский,121.0,5,9,230000.0
1905,Юнусабадский,58.0,4,5,67000.0
1906,Мирабадский,92.0,2,5,110000.0
1907,Сергелийский,80.0,8,9,82000.0
1908,Мирзо-Улугбекский,72.0,4,4,82000.0
1909,Бектемирский,41.0,2,2,38000.0
1912,Олмазорский,83.0,5,5,80000.0
1913,Яккасарайский,72.0,3,4,190000.0
1914,Мирзо-Улугбекский,60.0,4,4,58000.0
1915,Яккасарайский,76.0,5,9,87000.0
1916,Яккасарайский,38.0,2,5,55000.0
1917,Чиланзарский,27.0,3,3,39000.0
1918,Яккасарайский,58.0,5,5,82000.0
1919,Мирзо-Улугбекский,80.0,5,5,94000.0
1920,Мирзо-Улугбекский,80.0,4,4,176000.0
1921,Мирзо-Улугбекский,36.0,4,4,42000.0
1924,Учтепинский,40.0,2,4,53000.0
1925,Юнусабадский,52.0,3,4,150000.0
1926,Мирабадский,65.0,5,9,142000.0
1927,Чиланзарский,48.0,3,4,62000.0
1928,Юнусабадский,85.0,5,9,210000.0
1929,Яшнободский,59.0,3,6,50816.0
1930,Чиланзарский,32.0,3,4,60000.0
1931,Мирабадский,65.0,2,2,65000.0
1932,Мирабадский,68.0,5,5,89000.0
1933,Шайхантахурский,72.0,8,9,110000.0
1934,Юнусабадский,65.0,3,4,152000.0
1935,Олмазорский,183.0,3,4,180000.0
1936,Учтепинский,50.0,1,4,80000.0
1937,Олмазорский,130.0,4,4,160000.0
1938,Яшнободский,42.0,4,8,29600.0
1939,Олмазорский,96.0,4,5,290000.0
1940,Мирзо-Улугбекский,88.0,2,4,264000.0
1941,Чиланзарский,84.0,3,7,138000.0
1942,Мирзо-Улугбекский,85.0,4,4,168000.0
1943,Юнусабадский,60.0,6,9,110000.0
1944,Чиланзарский,77.0,1,4,96000.0
1946,Чиланзарский,60.0,4,4,115000.0
1947,Чиланзарский,135.0,4,4,190000.0
1948,Учтепинский,97.0,1,9,164000.0
1949,Яккасарайский,82.0,6,9,98400.0
1950,Учтепинский,40.0,1,4,51000.0
1951,Мирабадский,130.0,3,9,210000.0
1952,Яккасарайский,64.0,1,5,84000.0
1953,Учтепинский,72.0,4,9,87000.0
1954,Мирзо-Улугбекский,26.0,1,3,34000.0
1955,Мирзо-Улугбекский,100.0,5,7,140000.0
1956,Яшнободский,72.0,4,4,160000.0
1957,Мирабадский,62.0,9,9,92000.0
1958,Мирабадский,75.0,3,4,150000.0
1959,Мирзо-Улугбекский,35.0,4,4,58000.0
1960,Мирзо-Улугбекский,41.0,1,5,56000.0
1961,Яккасарайский,39.0,1,5,53400.0
1962,Юнусабадский,94.0,1,9,132000.0
1963,Олмазорский,70.0,4,4,75000.0
1964,Мирзо-Улугбекский,80.0,3,4,230000.0
1965,Чиланзарский,50.0,2,4,92000.0
1966,Мирзо-Улугбекский,90.0,2,4,246000.0
1968,Мирзо-Улугбекский,42.0,2,4,162000.0
1969,Мирзо-Улугбекский,90.0,4,7,111000.0
1970,Мирабадский,121.0,2,8,280000.0
1971,Учтепинский,80.0,3,5,104000.0
1972,Чиланзарский,30.0,1,3,50000.0
1973,Мирзо-Улугбекский,70.0,3,4,200000.0
1974,Мирзо-Улугбекский,105.0,5,5,200000.0
1975,Мирзо-Улугбекский,72.0,4,5,134000.0
1977,Юнусабадский,70.0,1,4,145000.0
1978,Яккасарайский,105.0,7,10,270000.0
1979,Мирзо-Улугбекский,55.0,4,4,120000.0
1980,Чиланзарский,72.0,2,4,108000.0
1981,Мирзо-Улугбекский,40.0,3,4,120000.0
1982,Чиланзарский,132.0,3,8,176616.0
1983,Шайхантахурский,68.41,4,9,120000.0
1984,Чиланзарский,97.0,4,8,129010.0
1985,Мирзо-Улугбекский,59.0,2,4,115000.0
1986,Чиланзарский,97.0,3,8,129010.0
1987,Мирзо-Улугбекский,62.0,9,9,113000.0
1988,Чиланзарский,97.0,7,8,135994.0
1989,Яккасарайский,46.0,3,5,93000.0
1990,Яшнободский,45.0,2,5,52000.0
1991,Юнусабадский,140.0,7,7,154000.0
1992,Яккасарайский,39.0,5,5,53400.0
1993,Шайхантахурский,125.0,1,5,236000.0
1994,Мирабадский,43.0,4,4,41600.0
1995,Яшнободский,72.0,8,9,128000.0
1996,Шайхантахурский,150.0,2,2,276000.0
1997,Шайхантахурский,75.0,4,7,94000.0
1998,Чиланзарский,97.0,7,8,135994.0
1999,Юнусабадский,42.0,3,4,97000.0
2000,Яккасарайский,116.0,3,9,176000.0
2001,Чиланзарский,97.0,2,8,132890.0
2002,Шайхантахурский,68.41,4,9,120000.0
2003,Мирзо-Улугбекский,43.0,5,5,98000.0
2004,Чиланзарский,132.0,1,8,192192.0
2005,Чиланзарский,132.0,1,8,192192.0
2006,Чиланзарский,97.0,1,8,145888.0
2007,Мирабадский,110.0,5,9,210000.0
2008,Чиланзарский,97.0,1,8,145888.0
2009,Сергелийский,96.0,8,9,92000.0
2010,Чиланзарский,97.0,1,8,145500.0
2011,Яшнободский,37.0,2,8,26134.0
2012,Чиланзарский,97.0,8,8,119698.0
2013,Чиланзарский,97.0,8,8,119698.0
2014,Учтепинский,57.0,1,4,80000.0
2015,Мирзо-Улугбекский,126.0,5,6,283844.0
2016,Юнусабадский,55.0,5,5,59000.0
2017,Мирзо-Улугбекский,57.0,5,5,90000.0
2018,Чиланзарский,97.0,8,8,119698.0
2019,Чиланзарский,97.0,5,8,123384.0
2020,Юнусабадский,68.0,3,4,126000.0
2021,Чиланзарский,24.0,3,3,40000.0
2022,Мирзо-Улугбекский,80.0,2,4,184000.0
2023,Юнусабадский,100.0,2,4,176000.0
2024,Юнусабадский,82.0,1,2,208000.0
2025,Мирабадский,65.0,2,4,170000.0
2026,Юнусабадский,88.0,4,4,156000.0
2027,Юнусабадский,90.0,4,5,300000.0
2029,Сергелийский,105.6,9,9,90948.0
2030,Яккасарайский,70.0,3,3,110000.0
2031,Яккасарайский,43.0,5,16,77000.0
2032,Яккасарайский,115.0,4,5,141000.0
2033,Яшнободский,80.0,2,4,148000.0
2034,Чиланзарский,42.0,2,4,65000.0
2035,Учтепинский,42.0,1,4,68000.0
2036,Чиланзарский,40.0,3,4,77000.0
2037,Мирабадский,83.0,7,9,130000.0
